placa;fecha;filtro_aceite;filtro_aire;filtro_diesel;engrase;este_cambio;proximo_cambio;observaciones
P819GRW;5/12/2025;NO;NO;NO;NO;NO;NO;C/BOMBA HIDRAULICA, DESMONTAJ Y MONTAJE CELENOIDES, LIMPIEZA CELENOIDES, LAV MOTOR
P656HRV;6/12/2025;SI;SI;SI T/A SI;SI;108,728;113,728;C/F CABINA
P103LFT;6/12/2025;SI;SI;NO;NO;164,909;167,909;
P021HWL;6/12/2025;SI;NO;NO;SI;30,922;35,922;LAVADO DE MOTOR
P267KTD;6/12/2025;SI;NO;NO;NO;131,968;134,968;
P582KYG;6/12/2025;SI;NO;NO;NO;95,044;98,044;
P750JKN;6/12/2025;SI;NO;NO;NO;77,655;82,655;REPARACION ROSCA CARTER
P371GBK;6/12/2025;SI;NO;NO;NO;179,849;182,849;C/A CAJA PROX/C 189,849, LAV DE MOTOR
P876DCD;8/12/2025;SI;NO;NO;NO;175,012;178,012;C/A CAJA MECANICA, C/F CABINA
P785JYG;8/12/2025;SI;NO;NO;NO;82,112;85,112;C/ACEITE CAJA PRX/C 92,112
P248KKR;8/12/2025;SI;SI;NO;SI;69,305;74,305;C/F CABINA
P466GKX;9/12/2025;SI;NO;NO;SI;181,080;1,884,080;LAVADO DE MOTOR
P038KYH;9/12/2025;SI;SI;NO;NO;158,595;161,595;
P435JTG;9/12/2025;SI;NO;NO;SI;137,751;142,751;LAVADO DE MOTOR
P997KVQ;9/12/2025;SI;NO;NO;NO;91,798;96,798;
P425KKV;9/12/2025;SI;NO;NO;NO;154,663;157,663;C/A CAJA AUTOM PROX/C 164,663
P618JMP;9/12/2025;SI;SI;NO;NO;105,090;110,090;C/F CABINA, FLUSHING
P455JWF;9/12/2025;SI;SI;NO;NO;149,334;152,334;C/F CABINA, C/PASTILLAS DELANTERAS
P097JXN;9/12/2025;SI;SI;NO;NO;178,013;181,013;C/F CABINA, C/A CAJA AUTOM PROX/C188,013, LAVADO DE MOTOR
P341GDJ;9/12/2025;SI;SI;NO;NO;186,137;189,137;C/A CAJA PROX/C 196,137
P330KNX;9/12/2025;SI;SI;NO;NO;168,754;171,754;C/TOMA DE AGUA
P956JGZ;9/12/2025;SI;NO;NO;NO;275,412;278,412;DESMONTAJE Y MONTAJE DE MOTOR (CAMBIO), C/TABLERO, LAV DE MOTOR
P820JZH;10/12/2025;SI;NO;NO;NO;164,966;167,966;
P005LDP;10/12/2025;SI;NO;NO;NO;153,729;156,729;LAVADO DE MOTOR
P816KCZ;10/12/2025;NO;NO;NO;NO;65,181;95,181;C/A CAJA AUTOMATICA CON TRANSFUSION
P049KRC;10/12/2025;SI;SI;SI T/A SI;SI;15,050;20,050;
397JDL;10/12/2025;SI;SI;SI T/A SI;SI;68,810;73,810;C/F CABINA, LAVADO DE MOTOR
P544FQT;10/12/2025;SI;SI;NO;NO;140,610;145,610;
P735FLF;10/12/2025;SI;NO;NO;NO;119,407;122,407;C/A CAJA PROX/C 129,407
P574JHX;10/12/2025;SI;SI;SI;SI;195,616;200,616;
P903LJV;10/12/2025;SI;NO;NO;NO;122,811;125,811;LAVADO DE MOTOR
P787JMF;10/12/2025;SI;NO;NO;SI;113,381;118,381;RECTIFICACION DISCOS DELANTEROS, FRENOS DELANTEROS
P505KSG;10/12/2025;SI;SI;NO;NO;172,191;175,191;C/F CABINA MEC VARIA ORDEN NO. 13820
P699KNX;11/12/2025;SI;NO;NO;NO;S/F;S/F;
P602HZZ;11/12/2025;NO;NO;NO;NO;NO;NO;MANTENIM. CUERPO ACELERACION, LIMPIEZA CARBURADOR
P267BNB;11/12/2025;SI;SI;NO;SI;210,456;215,456;
P836KCZ;11/12/2025;SI;SI;NO;NO;112,387;115,387;C/F CABINA C/A CAJA PROX/C 122,387
P427GTR;11/12/2025;SI;NO;NO;NO;126,163;129,163;
P135FYV;11/12/2025;SI;SI;NO;NO;184,581;187,581;C/F CABINA
P240DZW;12/12/2025;SI;NO;NO;NO;92,675;95,675;C/F CABINA
P171JXH;12/12/2025;SI;SI;NO;NO;62,367;67,367;
P215LMJ;12/12/2025;SI;NO;NO;NO;111,150;114,150;
P365LJG;12/12/2025;SI;NO;NO;NO;144,831;147,831;
P319GHC;12/12/2025;SI;NO;NO;NO;289,485;292,485;
P509LFV;12/12/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANT Y TRASEROS, RESCTIF DISCOS DELANT. Y TRASEROS
P448JXV;12/12/2025;SI;SI;NO T/A SI;SI;28,986;34,000;LAV DE MOTOR C/F CABINA
P062JZJ;12/12/2025;SI;SI;SI;NO;129,579;134,579;C/A CAJA AUTOM C/DIALISIS PROX/C 159,579, MEC VARIA ORDEN NO. 13903
P482GFG;13/12/2025;SI;SI;NO;NO;219,139;222,139;C/F CABINA
P660KRF;13/12/2025;SI;SI;SI;SI;13,960;18,960;C/F CABINA, LAVADO DE MOTOR
P825LGF;13/12/2025;NO;NO;NO;NO;186,958;196,958;C/A CAJA
C783BVC;13/12/2025;SI;NO;SI;SI;79,399;84,399;
P413KYG;13/12/2025;NO;NO;NO;NO;167,573;192,573;C/A CAJA AUTOMATICA CON DIALISIS
P543KLX;13/12/2025;SI;NO;NO;NO;140,600;143,600;C/A CAJA AUTO PROX/C 150,600
P914KKX;13/12/2025;SI;SI;NO;NO;162,961;165,961;C/F CABINA, C/A CAJA C/DIALISIS PROX 187,961
P664CXK;13/12/2025;SI;NO;NO;NO;208,259;211,259;
P140DTV;13/12/2025;NO;NO;NO;NO;NO;NO;C/2 AMORTIGUADORES TRASEROS, C/2 ESTABILIZADORAS
P112HMT;13/12/2025;SI;NO;NO;NO;153,330;155,330;FRENO ESTACIONAMIENTO, C/COJINETES DELANTEROS, C/CARGADOR DE CAJA
P922GLJ;15/12/2025;SI;NO;NO;NO;134,900;137,900;
P258GYF;15/12/2025;SI;SI;NO;SI;117,397;122,397;C/F CABINA
P132HRF;15/12/2025;SI;SI;NO;NO;143,801;146,801;
P775KSF;15/12/2025;SI;SI;NO;NO;176,842;179,842;
P276JTF;15/12/2025;SI;NO;NO;SI;105,956;110,956;
P153DMV;15/12/2025;NO;NO;NO;NO;263,129;273,129;C/A CAJA AUTOMATICA
P660KRF;15/12/2025;NO;NO;NO;NO;NO;NO;FRENOS DELANTEROS, RECTIF 2 DISCOS DELANTEROS, MANTENIMIENTO FRENOS TRASEROS
P484JRC;15/12/2025;SI;SI;NO;NO;158,350;161,350;
P909DZH;15/12/2025;SI;NO;NO;NO;114,027;117,027;C/A CAJA PROX/C 124,027
P510GMD;16/12/2025;SI;SI;NO;NO;156,640;159,640;
P110KLD;16/12/2025;NO;NO;NO;NO;128,871;138,871;C/A CAJA
P760DCW;16/12/2025;SI;NO;NO;NO;259,803;262,803;
P060JDJ;16/12/2025;SI;SI;SI;SI;81,077;86,077;C/F CABINA, C/A CAJA Y TRANSFER, C/A DIFERECIALES, LAVADO DE MOTOR
P077KYH;16/12/2025;SI;NO;NO;NO;191,921;194,921;MANTENIMIENTO FRENOS DELANT. Y TRASEROS
P358FNP;16/12/2025;SI;SI;SI;SI;366,692;371,692;C/F CABINA, C/A CAJA Y TRANSFER, C/A DIFERENCIALES
P597GNR;16/12/2025;SI;NO;NO;NO;122,148;125,148;
P887KJN;16/12/2025;SI;SI;NO;NO;195,832;200,832;C/F CABINA, C/A CAJA AUTOMATICA PROX/C 210,832
P837JFG;16/12/2025;SI;SI;SI;SI;105,380;110,380;C/F CABINA, MEC VARIA ORDEN NO. 13944
P970FMF;16/12/2025;SI;NO;NO;NO;165,654;168,654;LAVADO DE MOTOR, C/EMPAQUE VALVULAS, C/RETENEDOR CIGÜEÑAL
P234JGZ;17/12/2025;SI;NO;NO;NO;127,470;130,470;
P702JQR;17/12/2025;NO;NO;NO;NO;NO;NO;C/TENSOR Y FAJA
P111GLT;17/12/2025;SI;SI;SI;SI;104,233;109,233;C/F CABINA
P764FLF;17/12/2025;NO;NO;NO;NO;109,987;119,987;C/ACEITA CAJA AUTOMATICA
P493LLC;17/12/2025;SI;NO;NO;NO;146,473;149,473;C/A CAJA PROX/C 156,473
HAE1303;17/12/2025;SI;NO;NO;NO;103,466;108,466;
P976GTG;17/12/2025;NO;NO;NO;NO;120,642;135,642;C/ACEITE CAJA AUTOMATICA
P186JNM;17/12/2025;NO;NO;NO;NO;NO;NO;C/2 DISCOS TRASEROS, C/LIQUIDO FENO, MANTEN. 1 MORDAZA TRASERA
P418FWR;17/12/2025;NO;NO;NO;NO;NO;NO;RECTIF/2 DISCOS TRASEROS, FRENOS TRASEROS, C/COJINETE DE POLEA, C/2 MULETAS
P724CLW;17/12/2025;NO;NO;NO;NO;NO;NO;MEC. VARIA ORDEN NO, 13949
P228HTQ;17/12/2025;NO;NO;NO;NO;NO;NO;MEC VARIA ORDEN NO. 13946
P554JJD;17/12/2025;SI;NO;NO;NO;152,164;154,164;C/A CAJA PROX/C 162,164., C/SENSOR TPS, C/CREMALLERA DE DIRECCION
P664JJD;17/12/2025;SI;NO;NO;NO;110,404;113,404;C/DE MOTOR, PRUEBA DE ESTANQUEIDAD
P429KTD;18/12/2025;NO;NO;NO;NO;NO;NO;DIAGNOSTICO Y C/ALTERNADOR
P442GKK;18/12/2025;NO;NO;NO;NO;NO;NO;C/ Y APRENDIAZAJE DE PCM
P276GDP;18/12/2025;SI;SI;NO;NO;197,289;199,289;
P001FZS;18/12/2025;SI;NO;NO;NO;157,724;162,724;LAVADO DE MOTOR
P023KKR;18/12/2025;SI;SI;NO;SI;70,477;75,477;
P538HXB;18/12/2025;NO;NO;NO;NO;NO;NO;C/BUFA DELANTERA DERECHA
P234JGZ;18/12/2025;NO;NO;NO;NO;NO;NO;MANTENIMIENTO FRENOS DELANT Y TRASEROS, C/REFRIGERANTE
P973JRM;18/12/2025;NO;NO;NO;NO;NO;NO;RECTIF DISCOS Y TAMBORES, FRENOS DELANT Y TRASEROS
P693JXN;18/12/2025;NO;NO;NO;NO;NO;NO;DESMONTAJ Y MONTAJE PINES DE MORDAZA Y MANTENIM FRENOS TRASEROS
P976JXM;19/12/2025;SI;SI;NO;NO;119,926;122,926;
P011KWN;19/12/2025;NO;NO;NO;NO;117,961;127,961;C/A CAJA AUTOMATICA
P577KJD;19/12/2025;NO;NO;NO;NO;188,832;198,832;C/A CAJA AUTOMATICA
P083GTQ;19/12/2025;SI;SI;NO;NO;164,363;166,363;
P336HVY;19/12/2025;SI;NO;NO;NO;138,585;141,585;C/FAJA ACCESORIOS, MANTENIMIENTO FRENOS TRASEROS
P419LMF;19/12/2025;NO;NO;NO;NO;226,887;241,887;C/A CAJA AUTOMATICA
P965FMF;19/12/2025;SI;NO;NO;NO;139,922;141,922;
P600GQM;20/12/2025;SI;SI;SI;SI;83,685;88,685;C/F CABINA
P433KYG;20/12/2025;SI;NO;NO;NO;187,182;190,182;
P687JNM;20/12/2025;SI;SI;NO;NO;171,164;174,164;C/F CABINA
P569GBM;20/12/2025;NO;NO;NO;NO;NO;NO;C/BUFA TRASERA IZQUIERDA, C/BOMBA AUX. FRENOS Y TUBERIA DE FRENOS
P482GFG;20/12/2025;NO;NO;NO;NO;219,233;229,233;C/A CAJA AUTOMATICA
P849GXQ;20/12/2025;SI;NO;NO;NO;S/F;S/F;C/FRILTRO GASOLINA, C/CANDELAS
P363LMJ;20/12/2025;SI;NO;NO;NO;71,514;74,514;C/F CABINA C/A CAJA PROX/C 81,514. MEC VARIA ORDEN NO. 13980
P778LKG;22/12/2025;SI;SI;NO;SI;7,280;12,280;
P727DBR;22/12/2025;SI;NO;NO;NO;118,949;123,949;
P295HVY;22/12/2025;SI;NO;NO;NO;172,068;175,068;
P704JXN;22/12/2025;SI;NO;NO;SI;154,238;157,238;C/REFRIGERANTE
P826JQN;22/12/2025;SI;SI;NO;NO;211,079;214,079;
P569GBM;22/12/2025;NO;NO;NO;NO;NO;NO;C/COJINETE DELANT IZQ, C/BUSHING MULETAS DELANTERAS
P780KLW;22/12/2025;NO;NO;NO;NO;NO;NO;C/2 AMORTIGUADORES Y 2 BASES
P878JNL;22/12/2025;SI;NO;NO;NO;134,268;137,268;
P639GRC;23/12/2025;SI;SI;NO;NO;143,951;146,951;C/F CABINA
P664JXN;23/12/2025;SI;SI;NO;NO;188,230;193,230;LAVADO DE MOTOR
P594FSG;23/12/2025;SI;NO;NO;SI;82,339;87,339;
P122JRN;23/12/2025;SI;SI;SI;NO;56,692;61,692;C/F CABINA
P978JYW;23/12/2025;SI;SI;NO;NO;97,139;100,139;C/F CABINA, LAVADO DE MOTOR
P495LHY;23/12/2025;SI;SI;NO;NO;15,653;20,653;LAVADO DE MOTOR
P208HXY;23/12/2025;SI;NO;NO;NO;72,210;75,210;C/AMORTIGUADORES TRASEROS
P321KTD;23/12/2025;NO;NO;NO;NO;NO;NO;C/FAJA ACCESORIOS, C/ROTULA DELANT IZQUIERDA, C/ESPARRAGOS
P923LGX;23/12/2025;NO;NO;NO;NO;144,857;154,857;BALANCEO LLANTAS TRASERAS, C/A CAJA
P866HXS;23/12/2025;SI;NO;NO;NO;17,618;22,618;C/F CABINA
P510JZH;23/12/2025;SI;SI;SI T/A SI;SI;123,894;128,894;C/F CABINA
C757BVX;23/12/2025;SI;SI;NO;SI;85,954;90,954;
P669KBZ;23/12/2025;NO;NO;NO;NO;NO;NO;DIAGNOSTICO REPARACION DE FALLO DE MOTOR
P917KWD;26/12/2025;SI;NO;NO;NO;197,478;200,478;C/F CABINA, LAVADO DE MOTOR
P455JWF;26/12/2025;NO;NO;NO;NO;NO;NO;C/DE REFRIGERANTE
P867HXR;26/12/2025;SI;SI;NO;NO;165,709;168,709;C/F CABINA
C560BSN;26/12/2025;SI;SI;SI;SI;371,699;376,699;C/F CABINA
P988KGX;26/12/2025;SI;NO;NO;SI;70,086;75,086;
P973JRM;26/12/2025;SI;SI;NO;NO;63,901;68,901;
P741FCS;26/12/2025;SI;NO;NO;NO;148,012;153,012;
P774JRQ;26/12/2025;SI;SI;NO;NO;144,486;147,486;LAVADO DE MOTOR
P308DZZ;26/12/2025;SI;SI;NO;SI;293,788;295,788;LAVADO DE MOTOR
P131KJT;26/12/2025;SI;NO;NO;NO;144,439;147,439;FLUSHING
P504KTD;26/12/2025;SI;NO;NO;NO;152,263;155,263;C/ESTABILIZADORAS, INSTALACION ADAPTADORES SENSORES OXIGENO
P879JQQ;26/12/2025;SI;SI;NO;NO;138,763;143,763;
P776KND;26/12/2025;NO;NO;NO;NO;NO;NO;C/MULETA IZQUIERDA DELANTERA
P153DMV;27/12/2025;SI;NO;NO;NO;263,571;268,571;
P390DTP;27/12/2025;SI;NO;NO;NO;220,557;225,557;
P666KRX;27/12/2025;SI;NO;NO;NO;183,691;186,691;MANTENIMIENTO MORDAZAS DELANT, C/DE FAJA
P702JQR;27/12/2025;NO;NO;NO;NO;NO;NO;SCANER Y DIAGNOSTICO, C/TAPA VALVULAS
P715FVH;27/12/2025;SI;NO;SI T/A SI;SI;298,475;303,475;C/F CABINA, C/BOMBA CENTRAL Y AUX DE CLUTCH, LAVADO DE MOTOR
P065FRB;27/12/2025;NO;NO;NO;NO;NO;NO;C/CARGADOR DE MOTOR
