codigo;nombre;costo;stock;stock_minimo;descripcion;type_insumo_id;precio;;;;;
0714;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0715;JUEGO DE PASTILLAS MF 745;189;15;1;;6;315;;;;;
0716;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0717;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0718;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0719;JUEGO DE PASTILLAS MF 755;120;15;1;;6;200;;;;;
0720;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0721;JUEGO DE PASTILLAS MF 768;132;15;1;;6;220;;;;;
0722;JUEGO DE PASTILLAS MF 790;144;15;1;;6;240;;;;;
0723;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0724;JUEGO DE PASTILLAS MF 701;111;15;1;;6;185;;;;;
0725;JUEGO DE PASTILLAS MF 705;135;15;1;;6;225;;;;;
0726;JUEGO DE PASTILLAS MF 716;144;15;1;;6;240;;;;;
0727;JUEGO DE PASTILLAS MF 722;207;15;1;;6;345;;;;;
0728;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0729;JUEGO DE PASTILLAS MF 823;132;15;1;;6;220;;;;;
0730;JUEGO DE PASTILLAS MF 860;156;15;1;;6;260;;;;;
0731;JUEGO DE PASTILLAS MF 870;132;15;1;;6;220;;;;;
0732;JUEGO DE PASTILLAS MF 871;135;15;1;;6;225;;;;;
0733;JUEGO DE PASTILLAS MF 874;141;15;1;;6;235;;;;;
0734;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0735;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0736;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0737;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0738;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0739;JUEGO DE PASTILLAS MF 898;150;15;1;;6;250;;;;;
0740;JUEGO DE PASTILLAS MF 889;156;15;1;;6;260;;;;;
0741;JUEGO DE PASTILLAS MF 930;192;15;1;;6;320;;;;;
0742;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0743;JUEGO DE PASTILLAS MF 951;156;15;1;;6;260;;;;;
0744;JUEGO DE PASTILLAS MF 954;120;15;1;;6;200;;;;;
0745;JUEGO DE PASTILLAS MF 963;126;15;1;;6;210;;;;;
0746;JUEGO DE PASTILLAS MF 965;126;15;1;;6;210;;;;;
0747;JUEGO DE PASTILLAS MF 992;198;15;1;;6;330;;;;;
0748;JUEGO DE PASTILLAS MF 987;207;15;1;;6;345;;;;;
0749;JUEGO DE PASTILLAS MF 1004;114;15;1;;6;190;;;;;
0750;JUEGO DE PASTILLAS MF 1014;120;15;1;;6;200;;;;;
0751;JUEGO DE PASTILLAS MF 1027;228;15;1;;6;380;;;;;
0752;JUEGO DE PASTILLAS MF 1037;150;15;1;;6;250;;;;;
0753;JUEGO DE PASTILLAS MF 1394;153;15;1;;6;255;;;;;
0754;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0755;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0756;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0757;JUEGO DE PASTILLAS MF 302;102;15;1;;6;170;;;;;
0758;JUEGO DE PASTILLAS MF 308;99;15;1;;6;165;;;;;
0759;JUEGO DE PASTILLAS MF 311;99;15;1;;6;165;;;;;
0760;JUEGO DE PASTILLAS MF 347;93;15;1;;6;155;;;;;
0761;JUEGO DE PASTILLAS MF 391;90;15;1;;6;150;;;;;
0762;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0763;JUEGO DE PASTILLAS MF 399;111;15;1;;6;185;;;;;
0764;JUEGO DE PASTILLAS MF 401;99;15;1;;6;165;;;;;
0765;JUEGO DE PASTILLAS MF 405;117;15;1;;6;195;;;;;
0766;JUEGO DE PASTILLAS MF 432;111;15;1;;6;185;;;;;
0767;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0768;JUEGO DE PASTILLAS MF 475;135;15;1;;6;225;;;;;
0769;JUEGO DE PASTILLAS MF 477;96;15;1;;6;160;;;;;
0770;JUEGO DE PASTILLAS MF 654;111;15;1;;6;185;;;;;
0771;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0772;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0773;JUEGO DE PASTILLAS MF 740;114;15;1;;6;190;;;;;
0774;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0775;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0776;JUEGO DE PASTILLAS MF 931;129;15;1;;6;215;;;;;
0777;JUEGO DE PASTILLAS MF 941;147;15;1;;6;245;;;;;
0778;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0779;JUEGO DE PASTILLAS 04465-0K380;132;15;1;;6;220;;;;;
0780;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0781;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0782;JUEGO DE PASTILLAS MF 621;126;15;1;;6;210;;;;;
0783;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0784;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0785;JUEGO DE PASTILLAS MF 699;132;15;1;;6;220;;;;;
0786;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0787;JUEGO DE PASTILLAS MF 966;210;15;1;;6;350;;;;;
0788;JUEGO DE PASTILLAS MF 1628;195;15;1;;6;325;;;;;
0789;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0790;JUEGO DE PASTILLAS MF 318;129;15;1;;6;215;;;;;
0791;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0792;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0793;JUEGO DE PASTILLAS MF 443;132;15;1;;6;220;;;;;
0794;JUEGO DE PASTILLAS MF 463;171;15;1;;6;285;;;;;
0795;JUEGO DE PASTILLAS MF 468;141;15;1;;6;235;;;;;
0796;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0797;JUEGO DE PASTILLAS MF 678;183;15;1;;6;305;;;;;
0798;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0799;JUEGO DE PASTILLAS MF 757;162;15;1;;6;270;;;;;
0800;JUEGO DE PASTILLAS MF 800;195;15;1;;6;325;;;;;
0801;JUEGO DE PASTILLAS MF 815;159;15;1;;6;265;;;;;
0802;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0803;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0804;TARRO GRASA GRAFITADA ;27;28;1;;8;45;;;;;
0805;TARRO GRASA PARA COJINETE;27;32;1;;8;45;;;;;
0806;BALANCEO ;72;9999;1;;9;120;;;;;
0807;LAVADO DE VEHICULO;30;9999;1;;9;50;;;;;
0808;GALON DESENGRASANTE ;54;9;1;;1;90;;;;;
0809;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0810;JUEGO PASTILLAS MF 880;120;15;1;;6;200;;;;;
0811;JUEGO PASTILLAS MF 881;150;15;1;;6;250;;;;;
0812;JUEGO PASTILLAS MF 882;114;15;1;;6;190;;;;;
0813;GARRAFA KENDALL SEMISINTETICO 10W30;180;15;1;;1;300;;;;;
0814;GARRAFA KENDALL SEMISINTETICO 20W50;180;19;1;;1;300;;;;;
0815;LITRO KENDALL SEMISINTETICO 10W30;39;10;1;;1;65;;;;;
0816;LITRO KENDALL SEMISINTETICO 20W50;39;10;1;;1;65;;;;;
0817;FILTRO ACEITE TOYOTA 90915-YZZD2;120;3;1;;2;200;;;;;
0818;FILTRO ACEITE ISUZU 8-970497081 / 5-87610009-0;90;6;1;;2;150;;;;;
0819;FILTRO AIRE CA 9492 / 13780-78J00;48;4;1;;3;80;;;;;
0820;LAVADO DE MOTOR;30;9999;1;;9;50;;;;;
0821;RECTIFICACI�N DE DISCO;45;9999;1;;9;75;;;;;
0822;MANO DE OBRA FRENOS;240;9999;1;;9;400;;;;;
0823;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0824;FILTRO ACEITE ISUZU 8-98270524-0;174;5;1;;2;290;;;;;
0825;BATERIA LTH 11029-51R500;645;1;1;;5;1075;;;;;
0826;BATERIA LTH 11004-24-530;645;2;1;;5;1075;;;;;
0827;BATERIA LTH 11005-42-500;645;4;1;;5;1075;;;;;
0828;BATERIA LTH 11011-27-700;792;3;1;;5;1320;;;;;
0829;BATERIA LTH 11015-L24R-530;645;2;1;;5;1075;;;;;
0830;BATERIA LTH 11026-34/78-15-750;765;1;1;;5;1275;;;;;
0831;BATERIA LTH 11043-L35-575;690;5;1;;5;1150;;;;;
0832;BATERIA LTH HI TEC 22004-H24R600;780;2;1;;5;1300;;;;;
0833;BATERIA LTH HI TEC 22005-48/91-730;792;3;1;;5;1320;;;;;
0834;BATERIA LTH HI TEC 22006-34/78-800;840;2;1;;5;1400;;;;;
0835;BATERIA LTH HI TEC 22007-27F810;870;2;1;;5;1450;;;;;
0836;BATERIA INTERSTATE MT-51R-IN;609;2;1;;5;1015;;;;;
0837;BATERIA INTERSTATE MTP-24F-IN;666;2;1;;5;1110;;;;;
0838;BATERIA INTERSTATE MT-24-IN;570;2;1;;5;950;;;;;
0839;BATERIA INTERSTATE MTP-27F-IN;690;2;1;;5;1150;;;;;
0840;BATERIA INTERSTATE MT-27-IN;600;2;1;;5;1000;;;;;
0841;BATERIA INTERSTATE MTP-48/H6-IN;822;2;1;;5;1370;;;;;
0842;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0843;JUEGO DE PASTILLAS MF 490;171;15;1;;6;285;;;;;
0844;JUEGO DE PASTILLAS MF 796;162;15;1;;6;270;;;;;
0845;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0846;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0847;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0848;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0849;JUEGO PASTILLAS MF 885;144;15;1;;6;240;;;;;
0850;JUEGO PASTILLAS MF 872;135;15;1;;6;225;;;;;
0851;JUEGO PASTILLAS MF 979;105;15;1;;6;175;;;;;
0852;JUEGO PASTILLAS MF 1083;132;15;1;;6;220;;;;;
0853;LITRO LIQUIDO FRENO ABRO DOT 3;30;10;1;;1;50;;;;;
0854;FILTRO AIRE 28113-2W300;48;4;1;;3;80;;;;;
0855;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0856;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0857;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0858;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0859;LITRO VEEDOL CVT;57;10;1;;1;95;;;;;
0860;LITRO KENDALL SEMI SINTETICO 5W20;42;10;1;;1;70;;;;;
0861;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0862;JUEGO PASTILLAS MF 1009;144;15;1;;6;240;;;;;
0863;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0864;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0865;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0866;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0867;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0868;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0869;JUEGO PASTILLAS MF 1067;132;15;1;;6;220;;;;;
0870;JUEGO PASTILLAS MF 1068;138;15;1;;6;230;;;;;
0871;GALON REFRIGERANTE VALVOLINE VERDE;90;7;1;;1;150;;;;;
0872;BATERIA INTERSTATE MT-35-IN;567;2;1;;5;945;;;;;
0873;BATERIA INTERSTATE MTP-24-IN;696;3;1;;5;1160;;;;;
0874;BATERIA INTERSTATE MTP-27-IN;690;4;1;;5;1150;;;;;
0875;FILTRO ACEITE TOYOTA 15601-BZ030;90;9;1;;2;150;;;;;
0876;GALON MANNOL ATF MULTIVEHICULO;150;18;1;;1;250;;;;;
0877;FILTRO ACEITE WL 10332;48;5;1;;2;80;;;;;
0878;LITRO HONDA DUAL PUMP FLUID II;132;10;1;;1;220;;;;;
0879;FILTRO CABINA FF-K1330;90;5;1;;3;150;;;;;
0880;AMBIENTAL FIBER NICE;15;30;1;;7;25;;;;;
0881;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0882;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0883;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0884;FILTRO CAJA AUTOMATICA FT-5L-J003;105;5;1;;2;175;;;;;
0885;FILTRO AIRE CA 10465;51;4;1;;3;85;;;;;
0886;FILTRO AIRE 16546-5RB1A;45;4;1;;3;75;;;;;
0887;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0888;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0889;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0890;JUEGO PASTILLAS MF 959;129;15;1;;6;215;;;;;
0891;JUEGO PASTILLAS MF 920;150;15;1;;6;250;;;;;
0892;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0893;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0894;JUEGO PASTILLAS MF 788;132;15;1;;6;220;;;;;
0895;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0896;VALVOLINE PREMIUM BLUE 10W30 DIESEL;240;74;1;;1;400;;;;;
0897;LITRO VALVOLINE MAX LIFE 10W30 (BARRIL);42;4;1;;1;70;;;;;
0898;FILTRO DIESEL LFF 5D;54;8;1;;4;90;;;;;
0899;FILTRO DIESEL LFP 440;81;8;1;;4;135;;;;;
0900;FILTRO CAJA AUTOMATICA FT 1087;90;5;1;;2;150;;;;;
0901;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0902;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0903;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0904;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0905;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0906;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0907;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0908;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0909;BATERIA INTERSTATE MT-24F;690;2;1;;5;1150;;;;;
0910;JUEGO PASTILLAS MF 1061;210;20;1;;6;350;;;;;
0911;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0912;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0913;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0914;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0915;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0916;FILTRO CAJA AUTOMATICA FT 0W040;105;9;1;;2;175;;;;;
0917;FILTRO CAJA AUTOMATICA FT FZ11;105;9;1;;2;175;;;;;
0918;JUEGO PASTILLAS MF 1071;126;20;1;;6;210;;;;;
0919;JUEGO PASTILLAS MF 1079;150;20;1;;6;250;;;;;
0920;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0921;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0922;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0923;GALON BUG WASH PRESTONE;36;17;1;;1;60;;;;;
0924;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0925;INSUMO PENDIENTE DE ASIGNAR;0;0;1;;10;0;;;;;
0926;FILTRO AIRE CA 10255;51;9;1;;3;85;;;;;
0927;FILTRO AIRE 17801-BZ140;48;5;1;;3;80;;;;;
0928;FILTRO AIRE CA 12088;54;3;1;;3;90;;;;;
0929;FILTRO AIRE CA 9481;51;5;1;;3;85;;;;;
0930;FILTRO AIRE CA 10013;42;3;1;;3;70;;;;;
0931;FILTRO AIRE CA 8997;45;7;1;;3;75;;;;;
0932;FILTRO CABINA FF K1362;90;8;1;;3;150;;;;;
0933;FILTRO ACEITE 8-98270524-0;60;6;1;;2;100;;;;;
0934;FILTRO CAJA AUTOMATICA FT 23000;90;6;1;;2;150;;;;;
0935;FILTRO AIRE 816Y0K;36;8;1;;3;60;;;;;
0936;LITRO LIQUIDO DE FRENOS ATE DOT 3;45;20;1;;1;75;;;;;
0937;LITRO LIQUIDO DE FRENOS ATE DOT 4;54;21;1;;1;90;;;;;
0938;LITRO MOTUL 10W30 (BARRIL);42;3;1;;1;70;;;;;
0939;LITRO CASTROL VECTON 10W30 SINTETICO (BARRIL);51;2;1;;1;85;;;;;
0940;GARRAFA REFRIGERANTE MOTUL;165;6;1;;1;275;;;;;
0941;LITRO REFRIGERANTE MOTUL;36;19;1;;1;60;;;;;
0942;GARRAFA EUROL CVT;300;9;1;;1;500;;;;;
0943;LITRO EUROL CVT;66;26;1;;1;110;;;;;
0944;FILTRO CAJA AUTOMATICA FT 31726-28X0A;45;3;1;;2;75;;;;;
0945;FILTRO CAJA AUTOMATICA FT A006 / 2824A025;45;2;1;;2;75;;;;;
0946;FILTRO CAJA AUTOMATICA FT 31728-28X0A;105;6;1;;2;175;;;;;
0947;FILTRO ACEITE OE 649/8;51;2;1;;2;85;;;;;
0948;FILTRO ACEITE WL 10089;75;2;1;;2;125;;;;;
0949;FILTRO ACEITE OE 649/6;75;3;1;;2;125;;;;;
0950;FILTRO ACEITE TOYOTA 15601-B2030;105;4;1;;2;175;;;;;
0951;FILTRO ACEITE 26350-2J000;60;6;1;;2;100;;;;;
0952;FILTRO ACEITE 0X1274D;60;3;1;;2;100;;;;;
0953;FILTRO ACEITE SH40X20136;60;7;1;;2;100;;;;;
0954;FILTRO AIRE 17801-25020;51;4;1;;3;85;;;;;
0955;FILTRO AIRE 17801-77050;36;3;1;;3;60;;;;;
0956;FILTRO AIRE 17801-OP100 / CA 11895;45;2;1;;3;75;;;;;
0957;FILTRO AIRE C-35154;69;4;1;;3;115;;;;;
0958;FILTRO AIRE 28113-2W100;36;6;1;;3;60;;;;;
0959;FILTRO AIRE 28113-L1000;48;10;1;;3;80;;;;;
0960;BATERIA AUTOCRAFT 42P-500;435;4;1;;5;725;;;;;
0961;BATERIA AUTOCRAFT 34/78 MF ;555;3;1;;5;925;;;;;
0962;BATERIA AUTOCRAFT 24RP-530;450;2;1;;5;750;;;;;
0963;BATERIA AUTOCRAFT 27P-700;540;4;1;;5;900;;;;;
0964;BATERIA AUTOCRAFT 27RP-675;555;5;1;;5;925;;;;;
0965;BATERIA AUTOCRAFT 51RP-500;435;6;1;;5;725;;;;;
0966;BATERIA AUTOCRAFT 24P-530;450;7;1;;5;750;;;;;
0967;GARRAFA VALVOLINE MAX LIFE 10W40 (5 LITROS);240;4;1;;1;400;;;;;
0968;LITRO VALVOLINE MAX LIFE 10W40;60;11;1;;1;100;;;;;
;;;;;;;;;;;;
